ID,Scientific,ScientificPred0,CommonPred0,ProbPred0,ScientificPred1,CommonPred1,ProbPred1,ScientificPred2,CommonPred2,ProbPred2,ScientificPred3,CommonPred3,ProbPred3,ScientificPred4,CommonPred4,ProbPred4
2/32668392,Alcedo atthis,Alcedo atthis,Common Kingfisher,88.19,Chloroceryle aenea,American Pygmy Kingfisher,0.91,Megaceryle torquata,Ringed Kingfisher,0.42,Todiramphus sanctus vagans,New Zealand Kingfisher,0.4,Galbula ruficauda,Rufous tailed Jacamar,0.37
6/32674006,Alcedo atthis,Alcedo atthis,Common Kingfisher,75.94,Todiramphus sanctus,Sacred Kingfisher,1.75,Todiramphus sanctus vagans,New Zealand Kingfisher,1.67,Chloroceryle americana,Green Kingfisher,0.92,Chloroceryle aenea,American Pygmy Kingfisher,0.85
5/32674005,Alcedo atthis,Alcedo atthis,Common Kingfisher,95.87,Halcyon smyrnensis,White throated Kingfisher,0.14,Galbula ruficauda,Rufous tailed Jacamar,0.1,Todiramphus sanctus vagans,New Zealand Kingfisher,0.08,Todiramphus sanctus,Sacred Kingfisher,0.07
4/32674004,Alcedo atthis,Alcedo atthis,Common Kingfisher,92.49,Halcyon smyrnensis,White throated Kingfisher,0.45,Todiramphus sanctus vagans,New Zealand Kingfisher,0.31,Todiramphus sanctus,Sacred Kingfisher,0.21,Megaceryle torquata,Ringed Kingfisher,0.2
8/32669568,Alcedo atthis,Alcedo atthis,Common Kingfisher,91.8,Sialia sialis,Eastern Bluebird,0.68,Todiramphus sanctus vagans,New Zealand Kingfisher,0.43,Anas crecca,Green winged Teal,0.25,Hirundo rustica,Barn Swallow,0.24
7/32669567,Alcedo atthis,Alcedo atthis,Common Kingfisher,91.68,Merops pusillus,Little Bee eater,0.41,Sialia sialis,Eastern Bluebird,0.3,Halcyon smyrnensis,White throated Kingfisher,0.26,Eumomota superciliosa,Turquoise browed Motmot,0.15
5/32669675,Alcedo atthis,Argia apicalis,Blue fronted Dancer,7.55,Rhionaeschna multicolor,Blue eyed Darner,7.26,Anax junius,Common Green Darner,6.16,Austrolestes colensonis,Blue Damselfly,3.42,Aeshna palmata,Paddle tailed Darner,2.03
4/32669674,Alcedo atthis,Alcedo atthis,Common Kingfisher,73.76,Hirundo neoxena,Welcome Swallow,7.38,Hirundo rustica,Barn Swallow,5.78,Tachycineta bicolor,Tree Swallow,2.78,Hirundo rustica erythrogaster,American Barn Swallow,2.06
5/32668215,Alcedo atthis,Alcedo atthis,Common Kingfisher,91.17,Megaceryle torquata,Ringed Kingfisher,0.35,Todiramphus sanctus,Sacred Kingfisher,0.28,Halcyon smyrnensis,White throated Kingfisher,0.25,Todiramphus chloris,Collared Kingfisher,0.24
9/32667759,Alcedo atthis,Alcedo atthis,Common Kingfisher,91.64,Chloroceryle aenea,American Pygmy Kingfisher,0.75,Galbula ruficauda,Rufous tailed Jacamar,0.22,Halcyon smyrnensis,White throated Kingfisher,0.17,Butorides virescens,Green Heron,0.15
8/32667758,Alcedo atthis,Alcedo atthis,Common Kingfisher,97.19,Halcyon smyrnensis,White throated Kingfisher,0.16,Galbula ruficauda,Rufous tailed Jacamar,0.07,Chloroceryle amazona,Amazon Kingfisher,0.06,Chloroceryle aenea,American Pygmy Kingfisher,0.06
9/32667099,Alcedo atthis,Alcedo atthis,Common Kingfisher,92.33,Halcyon smyrnensis,White throated Kingfisher,0.45,Megaceryle torquata,Ringed Kingfisher,0.27,Todiramphus sanctus vagans,New Zealand Kingfisher,0.25,Butorides virescens,Green Heron,0.18
4/32665814,Alcedo atthis,Alcedo atthis,Common Kingfisher,17.26,Megaceryle torquata,Ringed Kingfisher,13.22,Todiramphus sanctus vagans,New Zealand Kingfisher,7.55,Megaceryle alcyon,Belted Kingfisher,7.26,Todiramphus chloris,Collared Kingfisher,5.0
0/31565190,Merops apiaster,Merops apiaster,European Bee eater,68.53,Merops orientalis,Green Bee eater,12.24,Merops pusillus,Little Bee eater,3.66,Coracias garrulus,European Roller,1.24,Momotus mexicanus,Russet crowned Motmot,1.04
0/31633470,Merops apiaster,Merops apiaster,European Bee eater,75.45,Coracias garrulus,European Roller,4.87,Merops orientalis,Green Bee eater,4.75,Coracias caudatus,Lilac breasted Roller,2.86,Merops pusillus,Little Bee eater,2.86
4/31633414,Merops apiaster,Merops apiaster,European Bee eater,57.16,Merops pusillus,Little Bee eater,22.53,Merops orientalis,Green Bee eater,14.39,Coracias caudatus,Lilac breasted Roller,0.35,Coracias garrulus,European Roller,0.26
7/31442607,Merops apiaster,Merops apiaster,European Bee eater,15.69,Falco peregrinus,Peregrine Falcon,6.85,Hirundo rustica,Barn Swallow,3.74,Tachycineta bicolor,Tree Swallow,2.78,Chordeiles minor,Common Nighthawk,2.61
6/31445356,Merops apiaster,Merops apiaster,European Bee eater,55.31,Merops pusillus,Little Bee eater,12.29,Merops orientalis,Green Bee eater,5.61,Eumomota superciliosa,Turquoise browed Motmot,2.01,Coracias caudatus,Lilac breasted Roller,1.23
4/31439004,Merops apiaster,Merops apiaster,European Bee eater,55.15,Merops pusillus,Little Bee eater,25.93,Merops orientalis,Green Bee eater,4.91,Momotus mexicanus,Russet crowned Motmot,1.65,Momotus coeruliceps,Blue capped Motmot,0.61
4/31440844,Merops apiaster,Merops apiaster,European Bee eater,45.0,Halcyon smyrnensis,White throated Kingfisher,4.23,Alcedo atthis,Common Kingfisher,4.01,Merops pusillus,Little Bee eater,3.75,Merops orientalis,Green Bee eater,3.29
2/31438672,Merops apiaster,Merops orientalis,Green Bee eater,37.05,Momotus mexicanus,Russet crowned Motmot,16.81,Merops apiaster,European Bee eater,7.97,Eumomota superciliosa,Turquoise browed Motmot,3.61,Merops pusillus,Little Bee eater,3.42
0/31440480,Merops apiaster,Merops apiaster,European Bee eater,86.0,Merops pusillus,Little Bee eater,4.33,Merops orientalis,Green Bee eater,3.28,Coracias caudatus,Lilac breasted Roller,0.27,Eumomota superciliosa,Turquoise browed Motmot,0.17
5/31438275,Merops apiaster,Merops apiaster,European Bee eater,55.55,Merops orientalis,Green Bee eater,8.32,Merops pusillus,Little Bee eater,8.11,Momotus mexicanus,Russet crowned Motmot,1.67,Todiramphus chloris,Collared Kingfisher,1.0
9/32199369,Merops apiaster,Merops apiaster,European Bee eater,23.89,Phalacrocorax carbo,Great Cormorant,3.23,Megaceryle alcyon,Belted Kingfisher,3.2,Milvus milvus,Red Kite,2.62,Antigone canadensis,Sandhill Crane,1.92
3/31425303,Merops apiaster,Merops apiaster,European Bee eater,83.03,Alcedo atthis,Common Kingfisher,2.69,Merops orientalis,Green Bee eater,2.63,Merops pusillus,Little Bee eater,1.78,Butorides virescens,Green Heron,0.71
4/32456954,Merops apiaster,Merops pusillus,Little Bee eater,44.47,Merops apiaster,European Bee eater,30.11,Merops orientalis,Green Bee eater,18.43,Cinnyris jugularis,Olive backed Sunbird,0.51,Eumomota superciliosa,Turquoise browed Motmot,0.33
8/29983108,Merops apiaster,Chaetura pelagica,Chimney Swift,66.6,Chaetura vauxi,Vaux's Swift,15.81,Sula leucogaster,Brown Booby,0.88,Corvus corax,Common Raven,0.8,Corvus monedula,Eurasian Jackdaw,0.53
0/29975160,Merops apiaster,Progne subis,Purple Martin,5.64,Hirundo rustica,Barn Swallow,5.14,Petrochelidon pyrrhonota,Cliff Swallow,2.56,Tachycineta bicolor,Tree Swallow,2.51,Tachycineta thalassina,Violet green Swallow,2.3
1/29970691,Merops apiaster,Merops apiaster,European Bee eater,16.23,Todiramphus sanctus vagans,New Zealand Kingfisher,12.1,Merops pusillus,Little Bee eater,3.77,Tachycineta bicolor,Tree Swallow,3.03,Contopus cooperi,Olive sided Flycatcher,2.57
1/30872841,Merops apiaster,Chordeiles minor,Common Nighthawk,13.86,Aeronautes saxatalis,White throated Swift,8.29,Fregata magnificens,Magnificent Frigatebird,3.88,Alauda arvensis,Eurasian Skylark,3.48,Chordeiles acutipennis,Lesser Nighthawk,2.99
0/29726330,Merops apiaster,Delichon urbicum,Common House Martin,20.16,Hirundo rustica,Barn Swallow,18.14,Fregata magnificens,Magnificent Frigatebird,11.91,Fregata minor,Great Frigatebird,4.68,Progne subis,Purple Martin,4.51
7/29634187,Merops apiaster,Apus apus,Common Swift,10.13,Chaetura pelagica,Chimney Swift,7.01,Pyrrhocorax graculus,Alpine Chough,6.24,Corvus brachyrhynchos,American Crow,5.0,Cathartes aura,Turkey Vulture,4.65
6/29634186,Merops apiaster,Merops apiaster,European Bee eater,92.59,Merops orientalis,Green Bee eater,2.65,Merops pusillus,Little Bee eater,0.62,Tachycineta thalassina,Violet green Swallow,0.58,Tachycineta bicolor,Tree Swallow,0.48
6/29259646,Merops apiaster,Picus viridis,European Green Woodpecker,9.6,Toxostoma curvirostre,Curve billed Thrasher,9.23,Aulacorhynchus prasinus,Northern Emerald Toucanet,3.63,Quiscalus mexicanus,Great tailed Grackle,3.13,Pycnonotus barbatus,Common Bulbul,2.57
0/29259600,Merops apiaster,Merops apiaster,European Bee eater,13.8,Coracias garrulus,European Roller,10.54,Coracias caudatus,Lilac breasted Roller,6.63,Merops orientalis,Green Bee eater,5.53,Coracias benghalensis,Indian Roller,4.5
9/29259599,Merops apiaster,Morus serrator,Australasian Gannet,54.77,Morus bassanus,Northern Gannet,5.1,Merops apiaster,European Bee eater,2.64,Merops orientalis,Green Bee eater,1.71,Megaceryle alcyon,Belted Kingfisher,1.55
8/29259508,Merops apiaster,Merops apiaster,European Bee eater,59.31,Merops orientalis,Green Bee eater,5.64,Merops pusillus,Little Bee eater,1.71,Alauda arvensis,Eurasian Skylark,1.21,Butorides virescens,Green Heron,0.83
3/32495503,Upupa epops,Vulpes vulpes fulvus,Eastern American Red Fox,8.4,Monticola solitarius,Blue Rock Thrush,5.72,Turdus merula,Eurasian Blackbird,4.34,Vulpes vulpes,Red Fox,2.74,Gallus gallus,Red Junglefowl,2.71
9/32442709,Upupa epops,Upupa epops,Common Hoopoe,89.38,Spinus tristis,American Goldfinch,0.19,Grallina cyanoleuca,Magpie lark,0.18,Zenaida aurita,Zenaida Dove,0.15,Picoides pubescens,Downy Woodpecker,0.12
4/31876624,Upupa epops,Upupa epops,Common Hoopoe,89.37,Gallinago delicata,Wilson's Snipe,0.73,Limosa limosa,Black tailed Godwit,0.25,Gallinago gallinago,Common Snipe,0.16,Ceryle rudis,Pied Kingfisher,0.13
9/31629489,Upupa epops,Upupa epops,Common Hoopoe,88.37,Bonasa umbellus,Ruffed Grouse,0.14,Scolopax minor,American Woodcock,0.14,Gallus gallus,Red Junglefowl,0.11,Melanerpes uropygialis,Gila Woodpecker,0.1
9/31666799,Upupa epops,Spinus tristis,American Goldfinch,31.86,Upupa epops,Common Hoopoe,20.5,Piranga ludoviciana,Western Tanager,2.34,Spinus psaltria,Lesser Goldfinch,1.91,Spinus pinus,Pine Siskin,1.7
7/31543857,Upupa epops,Upupa epops,Common Hoopoe,93.92,Ceryle rudis,Pied Kingfisher,0.09,Gallus gallus,Red Junglefowl,0.09,Mniotilta varia,Black and white Warbler,0.09,Piaya cayana,Squirrel Cuckoo,0.08
7/31543847,Upupa epops,Upupa epops,Common Hoopoe,87.89,Ocyphaps lophotes,Crested Pigeon,0.22,Dendrocygna bicolor,Fulvous Whistling Duck,0.18,Mniotilta varia,Black and white Warbler,0.13,Ceryle rudis,Pied Kingfisher,0.13
4/31543844,Upupa epops,Upupa epops,Common Hoopoe,92.09,Garrulus glandarius,Eurasian Jay,0.16,Piaya cayana,Squirrel Cuckoo,0.16,Gallus gallus,Red Junglefowl,0.09,Spinus tristis,American Goldfinch,0.08
2/31543842,Upupa epops,Upupa epops,Common Hoopoe,90.52,Mniotilta varia,Black and white Warbler,0.21,Ceryle rudis,Pied Kingfisher,0.13,Zenaida aurita,Zenaida Dove,0.11,Herpetotheres cachinnans,Laughing Falcon,0.11
8/31543838,Upupa epops,Upupa epops,Common Hoopoe,89.62,Mniotilta varia,Black and white Warbler,0.19,Gallus gallus,Red Junglefowl,0.13,Ocyphaps lophotes,Crested Pigeon,0.1,Ceryle rudis,Pied Kingfisher,0.1
1/31697121,Upupa epops,Upupa epops,Common Hoopoe,96.19,Garrulus glandarius,Eurasian Jay,0.1,Plectrophenax nivalis,Snow Bunting,0.06,Oenanthe oenanthe,Northern Wheatear,0.06,Spinus tristis,American Goldfinch,0.05
9/31523579,Upupa epops,Upupa epops,Common Hoopoe,93.07,Ceryle rudis,Pied Kingfisher,0.09,Zenaida aurita,Zenaida Dove,0.08,Ocyphaps lophotes,Crested Pigeon,0.08,Gallus gallus,Red Junglefowl,0.08
8/31523578,Upupa epops,Upupa epops,Common Hoopoe,91.48,Mniotilta varia,Black and white Warbler,0.16,Ceryle rudis,Pied Kingfisher,0.15,Garrulus glandarius,Eurasian Jay,0.13,Zenaida aurita,Zenaida Dove,0.11
5/31520955,Upupa epops,Upupa epops,Common Hoopoe,91.58,Zenaida aurita,Zenaida Dove,0.21,Ocyphaps lophotes,Crested Pigeon,0.2,Zenaida asiatica,White winged Dove,0.15,Alectoris chukar,Chukar,0.1
4/31520954,Upupa epops,Prosthemadera novaeseelandiae novaeseelandiae,Tui,4.17,Numida meleagris,Helmeted Guineafowl,3.9,Elgaria multicarinata webbii,San Diego Alligator Lizard,2.75,Columba livia,Rock Pigeon,2.6,Gallus gallus domesticus,Domestic Chicken,2.03
3/31520953,Upupa epops,Upupa epops,Common Hoopoe,75.19,Mniotilta varia,Black and white Warbler,0.43,Ocyphaps lophotes,Crested Pigeon,0.32,Columba livia domestica,Feral Pigeon,0.25,Zenaida aurita,Zenaida Dove,0.24
1/31532751,Upupa epops,Upupa epops,Common Hoopoe,93.72,Spinus tristis,American Goldfinch,0.11,Mniotilta varia,Black and white Warbler,0.07,Ceryle rudis,Pied Kingfisher,0.06,Zenaida aurita,Zenaida Dove,0.05
5/31587575,Upupa epops,Upupa epops,Common Hoopoe,94.8,Ceryle rudis,Pied Kingfisher,0.07,Zenaida aurita,Zenaida Dove,0.05,Gallus gallus,Red Junglefowl,0.05,Melanerpes uropygialis,Gila Woodpecker,0.05
8/31518838,Upupa epops,Upupa epops,Common Hoopoe,89.73,Gallus gallus,Red Junglefowl,0.14,Ocyphaps lophotes,Crested Pigeon,0.11,Ceryle rudis,Pied Kingfisher,0.11,Mniotilta varia,Black and white Warbler,0.1
2/31507682,Upupa epops,Upupa epops,Common Hoopoe,85.47,Spinus tristis,American Goldfinch,0.79,Zenaida aurita,Zenaida Dove,0.37,Scolopax minor,American Woodcock,0.26,Picoides pubescens,Downy Woodpecker,0.23
1/31507681,Upupa epops,Upupa epops,Common Hoopoe,83.32,Zenaida aurita,Zenaida Dove,0.56,Spinus tristis,American Goldfinch,0.44,Mniotilta varia,Black and white Warbler,0.3,Scolopax minor,American Woodcock,0.26
0/31507680,Upupa epops,Upupa epops,Common Hoopoe,90.71,Spinus tristis,American Goldfinch,0.29,Garrulus glandarius,Eurasian Jay,0.21,Zenaida aurita,Zenaida Dove,0.13,Meleagris ocellata,Ocellated Turkey,0.11
5/31507165,Upupa epops,Upupa epops,Common Hoopoe,93.24,Picoides pubescens,Downy Woodpecker,0.26,Spinus tristis,American Goldfinch,0.23,Pheucticus melanocephalus,Black headed Grosbeak,0.2,Pheucticus ludovicianus,Rose breasted Grosbeak,0.17
1/31506651,Upupa epops,Upupa epops,Common Hoopoe,93.8,Gallus gallus,Red Junglefowl,0.1,Ocyphaps lophotes,Crested Pigeon,0.1,Zenaida aurita,Zenaida Dove,0.08,Dendrocygna bicolor,Fulvous Whistling Duck,0.07
0/32670000,Picus viridis,Picus viridis,European Green Woodpecker,97.26,Colaptes auratus,Northern Flicker,0.08,Colaptes auratus auratus,Southeastern Yellow shafted Flicker,0.06,Colaptes rubiginosus,Golden olive Woodpecker,0.06,Hylocichla mustelina,Wood Thrush,0.05
8/32669758,Picus viridis,Picus viridis,European Green Woodpecker,89.62,Melanerpes pucherani,Black cheeked Woodpecker,0.81,Melanerpes lewis,Lewis's Woodpecker,0.58,Melanerpes uropygialis,Gila Woodpecker,0.37,Melanerpes chrysogenys,Golden cheeked Woodpecker,0.33
0/32669300,Picus viridis,Picus viridis,European Green Woodpecker,94.28,Melanerpes pucherani,Black cheeked Woodpecker,0.17,Grus americana,Whooping Crane,0.14,Momotus mexicanus,Russet crowned Motmot,0.12,Aulacorhynchus prasinus,Northern Emerald Toucanet,0.11
6/32672096,Picus viridis,Picus viridis,European Green Woodpecker,77.77,Garrulus glandarius,Eurasian Jay,1.28,Lonchura punctulata,Scaly breasted Munia,1.1,Carduelis carduelis,European Goldfinch,0.6,Dendrocopos major,Great Spotted Woodpecker,0.48
6/32664966,Picus viridis,Picus viridis,European Green Woodpecker,92.49,Colaptes auratus,Northern Flicker,0.13,Colaptes rubiginosus,Golden olive Woodpecker,0.12,Anthornis melanura,New Zealand Bellbird,0.12,Momotus mexicanus,Russet crowned Motmot,0.11
5/32664965,Picus viridis,Picus viridis,European Green Woodpecker,94.61,Momotus mexicanus,Russet crowned Motmot,0.32,Dendrocopos major,Great Spotted Woodpecker,0.08,Melanerpes pucherani,Black cheeked Woodpecker,0.07,Colaptes auratus,Northern Flicker,0.07
0/32655370,Picus viridis,Picus viridis,European Green Woodpecker,92.98,Melanerpes pucherani,Black cheeked Woodpecker,0.47,Carduelis carduelis,European Goldfinch,0.2,Momotus mexicanus,Russet crowned Motmot,0.18,Melanerpes formicivorus,Acorn Woodpecker,0.16
6/32660226,Picus viridis,Carduelis carduelis,European Goldfinch,32.84,Picus viridis,European Green Woodpecker,29.07,Dendrocopos major,Great Spotted Woodpecker,11.62,Carduelis cannabina,common linnet,1.32,Pycnonotus jocosus,Red whiskered Bulbul,1.27
6/32654396,Picus viridis,Picus viridis,European Green Woodpecker,68.17,Melanerpes pucherani,Black cheeked Woodpecker,3.7,Melanerpes formicivorus,Acorn Woodpecker,1.39,Melanerpes uropygialis,Gila Woodpecker,1.1,Melanerpes erythrocephalus,Red headed Woodpecker,1.0
5/32654395,Picus viridis,Picus viridis,European Green Woodpecker,87.81,Melanerpes pucherani,Black cheeked Woodpecker,0.38,Carduelis carduelis,European Goldfinch,0.37,Melanerpes aurifrons,Golden fronted Woodpecker,0.2,Melanerpes formicivorus,Acorn Woodpecker,0.18
9/32661199,Picus viridis,Picus viridis,European Green Woodpecker,30.75,Bombycilla garrulus,Bohemian Waxwing,9.62,Bombycilla cedrorum,Cedar Waxwing,6.2,Alopochen aegyptiaca,Egyptian Goose,4.91,Alectoris chukar,Chukar,3.0
4/32647184,Picus viridis,Picus viridis,European Green Woodpecker,93.6,Colaptes auratus,Northern Flicker,0.35,Colaptes rubiginosus,Golden olive Woodpecker,0.16,Melanerpes lewis,Lewis's Woodpecker,0.15,Colaptes auratus auratus,Southeastern Yellow shafted Flicker,0.13
3/32646863,Picus viridis,Picus viridis,European Green Woodpecker,95.66,Melanerpes pucherani,Black cheeked Woodpecker,0.17,Melanerpes formicivorus,Acorn Woodpecker,0.08,Zosterops japonicus,Japanese White eye,0.05,Melanerpes erythrocephalus,Red headed Woodpecker,0.05
4/32645594,Picus viridis,Picus viridis,European Green Woodpecker,91.07,Melanerpes pucherani,Black cheeked Woodpecker,0.85,Grus americana,Whooping Crane,0.22,Aulacorhynchus prasinus,Northern Emerald Toucanet,0.22,Melanerpes formicivorus,Acorn Woodpecker,0.14
2/32637482,Picus viridis,Psittacula krameri,Rose ringed Parakeet,6.39,Amazona autumnalis,Red lored Parrot,3.5,Amazona viridigenalis,Red crowned Parrot,3.04,Bombycilla cedrorum,Cedar Waxwing,2.93,Myiopsitta monachus,Monk Parakeet,2.69
2/32634962,Picus viridis,Picus viridis,European Green Woodpecker,16.9,Colaptes auratus,Northern Flicker,3.26,Melanerpes pucherani,Black cheeked Woodpecker,2.23,Colaptes rubiginosus,Golden olive Woodpecker,2.06,Colaptes auratus auratus,Southeastern Yellow shafted Flicker,1.3
1/32634961,Picus viridis,Picus viridis,European Green Woodpecker,82.59,Melanerpes pucherani,Black cheeked Woodpecker,2.51,Melanerpes aurifrons,Golden fronted Woodpecker,1.23,Melanerpes erythrocephalus,Red headed Woodpecker,1.08,Melanerpes uropygialis,Gila Woodpecker,0.84
0/32634960,Picus viridis,Picus viridis,European Green Woodpecker,91.62,Melanerpes pucherani,Black cheeked Woodpecker,1.47,Melanerpes formicivorus,Acorn Woodpecker,0.5,Melanerpes lewis,Lewis's Woodpecker,0.31,Melanerpes erythrocephalus,Red headed Woodpecker,0.29
6/32674816,Picus viridis,Picus viridis,European Green Woodpecker,86.92,Momotus mexicanus,Russet crowned Motmot,0.46,Aulacorhynchus prasinus,Northern Emerald Toucanet,0.22,Melanerpes pucherani,Black cheeked Woodpecker,0.18,Myiopsitta monachus,Monk Parakeet,0.18
5/32674815,Picus viridis,Picus viridis,European Green Woodpecker,84.05,Pipilo chlorurus,Green tailed Towhee,0.94,Bombycilla garrulus,Bohemian Waxwing,0.43,Momotus mexicanus,Russet crowned Motmot,0.27,Colaptes auratus,Northern Flicker,0.25
4/32674814,Picus viridis,Picus viridis,European Green Woodpecker,95.99,Myiopsitta monachus,Monk Parakeet,0.12,Carduelis carduelis,European Goldfinch,0.09,Colaptes auratus auratus,Southeastern Yellow shafted Flicker,0.08,Momotus mexicanus,Russet crowned Motmot,0.08
2/32648972,Picus viridis,Picus viridis,European Green Woodpecker,91.09,Myiopsitta monachus,Monk Parakeet,0.11,Anthornis melanura,New Zealand Bellbird,0.11,Momotus mexicanus,Russet crowned Motmot,0.11,Colaptes auratus auratus,Southeastern Yellow shafted Flicker,0.1
5/32624035,Picus viridis,Picus viridis,European Green Woodpecker,46.92,Colaptes auratus,Northern Flicker,2.14,Melanerpes aurifrons,Golden fronted Woodpecker,2.12,Melanerpes lewis,Lewis's Woodpecker,2.06,Zosterops lateralis,Silvereye,1.17
4/32624034,Picus viridis,Melanerpes aurifrons,Golden fronted Woodpecker,16.47,Picus viridis,European Green Woodpecker,6.39,Colaptes auratus,Northern Flicker,5.93,Melanerpes uropygialis,Gila Woodpecker,3.32,Anhinga anhinga,Anhinga,2.08
3/32675363,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,95.66,Sphyrapicus varius,Yellow bellied Sapsucker,0.05,Picoides villosus,Hairy Woodpecker,0.05,Picoides pubescens,Downy Woodpecker,0.05,Pycnonotus jocosus,Red whiskered Bulbul,0.04
2/32675362,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,96.27,Picoides pubescens,Downy Woodpecker,0.19,Picoides villosus,Hairy Woodpecker,0.08,Grallina cyanoleuca,Magpie lark,0.08,Carduelis carduelis,European Goldfinch,0.07
8/32672478,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,37.09,Pipilo maculatus,Spotted Towhee,2.71,Icterus galbula,Baltimore Oriole,2.15,Trogon elegans,Elegant Trogon,1.52,Pycnonotus jocosus,Red whiskered Bulbul,1.38
7/32672477,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,90.76,Garrulus glandarius,Eurasian Jay,0.35,Picoides pubescens,Downy Woodpecker,0.25,Trogon elegans,Elegant Trogon,0.25,Pheucticus ludovicianus,Rose breasted Grosbeak,0.19
3/32671223,Dendrocopos major,Picoides villosus,Hairy Woodpecker,20.26,Dendrocopos major,Great Spotted Woodpecker,16.77,Picoides pubescens,Downy Woodpecker,13.53,Dryocopus pileatus,Pileated Woodpecker,13.13,Dryocopus lineatus,Lineated Woodpecker,2.48
4/32670644,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,96.15,Picoides pubescens,Downy Woodpecker,0.07,Carduelis carduelis,European Goldfinch,0.05,Pycnonotus jocosus,Red whiskered Bulbul,0.05,Phoenicurus phoenicurus,Common Redstart,0.04
8/32669678,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,95.27,Picoides pubescens,Downy Woodpecker,0.46,Picoides villosus,Hairy Woodpecker,0.27,Sphyrapicus varius,Yellow bellied Sapsucker,0.11,Pycnonotus jocosus,Red whiskered Bulbul,0.07
6/32669376,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,94.64,Picoides pubescens,Downy Woodpecker,0.84,Garrulus glandarius,Eurasian Jay,0.22,Cyanocitta cristata,Blue Jay,0.12,Coccothraustes coccothraustes,Hawfinch,0.11
8/32668358,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,81.51,Picoides pubescens,Downy Woodpecker,2.17,Sitta carolinensis,White breasted Nuthatch,1.11,Melanerpes carolinus,Red bellied Woodpecker,0.87,Sitta europaea,Eurasian Nuthatch,0.78
7/32667957,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,10.12,Hirundo rustica,Barn Swallow,2.57,Herpetotheres cachinnans,Laughing Falcon,1.79,Falco femoralis,Aplomado Falcon,1.68,Tachycineta bicolor,Tree Swallow,1.67
3/32667393,Dendrocopos major,Picoides nuttallii,Nuttall's Woodpecker,36.62,Picoides pubescens,Downy Woodpecker,25.1,Picoides villosus,Hairy Woodpecker,8.51,Sphyrapicus varius,Yellow bellied Sapsucker,6.14,Picoides scalaris,Ladder backed Woodpecker,3.16
8/32675208,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,94.45,Picoides pubescens,Downy Woodpecker,0.17,Sphyrapicus varius,Yellow bellied Sapsucker,0.08,Pycnonotus jocosus,Red whiskered Bulbul,0.07,Cyanocitta cristata,Blue Jay,0.06
2/32670602,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,97.76,Picoides pubescens,Downy Woodpecker,0.15,Pycnonotus jocosus,Red whiskered Bulbul,0.07,Sporophila torqueola,White collared Seedeater,0.05,Carduelis carduelis,European Goldfinch,0.05
0/32670410,Dendrocopos major,Melanerpes carolinus,Red bellied Woodpecker,4.2,Dryocopus pileatus,Pileated Woodpecker,3.76,Megaceryle alcyon,Belted Kingfisher,2.69,Betula papyrifera,paper birch,2.48,Megaceryle torquata,Ringed Kingfisher,2.3
9/32664349,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,92.14,Picoides pubescens,Downy Woodpecker,0.62,Picoides villosus,Hairy Woodpecker,0.21,Cyanocitta cristata,Blue Jay,0.09,Pycnonotus jocosus,Red whiskered Bulbul,0.08
8/32664218,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,94.48,Picoides pubescens,Downy Woodpecker,0.18,Picoides villosus,Hairy Woodpecker,0.11,Picoides albolarvatus,White headed Woodpecker,0.11,Garrulus glandarius,Eurasian Jay,0.08
2/32664152,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,94.08,Picoides pubescens,Downy Woodpecker,0.29,Melanerpes carolinus,Red bellied Woodpecker,0.13,Picoides villosus,Hairy Woodpecker,0.09,Platycercus eximius,Eastern Rosella,0.08
1/32661551,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,95.72,Picoides pubescens,Downy Woodpecker,0.81,Picoides villosus,Hairy Woodpecker,0.47,Sphyrapicus varius,Yellow bellied Sapsucker,0.25,Picoides scalaris,Ladder backed Woodpecker,0.14
1/32660031,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,88.12,Picoides pubescens,Downy Woodpecker,0.37,Pycnonotus jocosus,Red whiskered Bulbul,0.31,Picoides villosus,Hairy Woodpecker,0.19,Grallina cyanoleuca,Magpie lark,0.09
2/32659852,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,94.12,Picoides pubescens,Downy Woodpecker,0.85,Sphyrapicus varius,Yellow bellied Sapsucker,0.34,Picoides villosus,Hairy Woodpecker,0.26,Picoides scalaris,Ladder backed Woodpecker,0.13
