ID,Scientific
1/32660031,Dendrocopos major
2/32659852,Dendrocopos major
7/32658667,Dendrocopos major
9/32657569,Dendrocopos major
3/32657423,Dendrocopos major
2/32657422,Dendrocopos major
3/26069933,Galerida cristata
3/25989413,Galerida cristata
4/26011244,Galerida cristata
5/26008735,Galerida cristata
8/25163418,Galerida cristata
3/25150113,Galerida cristata
5/25143405,Galerida cristata
9/25046309,Galerida cristata
5/25032205,Galerida cristata
4/25032204,Galerida cristata
6/25033546,Galerida cristata
5/25033545,Galerida cristata
1/25022861,Galerida cristata
0/25022860,Galerida cristata
4/25022114,Galerida cristata
1/25161511,Galerida cristata
0/25033750,Galerida cristata
9/25033749,Galerida cristata
3/25016333,Galerida cristata
1/25013101,Galerida cristata
6/25008296,Galerida cristata
7/25008267,Galerida cristata
3/25312683,Galerida cristata
2/25312682,Galerida cristata
5/32669365,Alauda arvensis
4/32669364,Alauda arvensis
2/32648512,Alauda arvensis
7/32648507,Alauda arvensis
0/32648500,Alauda arvensis
7/32648497,Alauda arvensis
3/32648493,Alauda arvensis
8/32648488,Alauda arvensis
7/32648487,Alauda arvensis
7/32646307,Alauda arvensis
8/32641578,Alauda arvensis
7/32641577,Alauda arvensis
2/32642612,Alauda arvensis
3/32640633,Alauda arvensis
2/32640632,Alauda arvensis
4/32614964,Alauda arvensis
3/32614963,Alauda arvensis
2/32614962,Alauda arvensis
2/32603122,Alauda arvensis
1/32600041,Alauda arvensis
0/32578510,Alauda arvensis
1/32572111,Alauda arvensis
7/32572057,Alauda arvensis
4/32571974,Alauda arvensis
8/31248838,Riparia riparia
9/30998299,Riparia riparia
2/31003942,Riparia riparia
9/30804339,Riparia riparia
7/30801997,Riparia riparia
6/30790826,Riparia riparia
8/30840778,Riparia riparia
7/30840777,Riparia riparia
6/30840776,Riparia riparia
5/30840775,Riparia riparia
8/30895258,Riparia riparia
3/30850253,Riparia riparia
2/30869292,Riparia riparia
6/30718676,Riparia riparia
5/30718675,Riparia riparia
4/30718674,Riparia riparia
1/31934041,Riparia riparia
0/31934040,Riparia riparia
8/30614928,Riparia riparia
7/30614927,Riparia riparia
5/30613755,Riparia riparia
8/30644908,Riparia riparia
3/30606463,Riparia riparia
2/30606462,Riparia riparia
4/32454454,Hirundo rustica
2/32454452,Hirundo rustica
7/32454227,Hirundo rustica
3/32443713,Hirundo rustica
9/32447419,Hirundo rustica
2/32434492,Hirundo rustica
9/32463689,Hirundo rustica
0/32365800,Hirundo rustica
9/32365799,Hirundo rustica
8/32365798,Hirundo rustica
1/32310691,Hirundo rustica
3/32270133,Hirundo rustica
2/32270132,Hirundo rustica
9/32253919,Hirundo rustica
8/32253918,Hirundo rustica
6/32293636,Hirundo rustica
6/32219206,Hirundo rustica
5/32219205,Hirundo rustica
6/32198076,Hirundo rustica
4/32198074,Hirundo rustica
1/32198071,Hirundo rustica
6/32182966,Hirundo rustica
7/32178207,Hirundo rustica
7/32140737,Hirundo rustica
9/31833929,Delichon urbicum
8/31833928,Delichon urbicum
4/31790804,Delichon urbicum
7/31790777,Delichon urbicum
5/31651825,Delichon urbicum
9/31728219,Delichon urbicum
6/31352116,Delichon urbicum
3/31441173,Delichon urbicum
1/31441171,Delichon urbicum
0/31441170,Delichon urbicum
3/31441163,Delichon urbicum
7/31441157,Delichon urbicum
4/31441154,Delichon urbicum
1/31441151,Delichon urbicum
4/31327444,Delichon urbicum
3/31327443,Delichon urbicum
2/31327442,Delichon urbicum
1/31316261,Delichon urbicum
9/31285879,Delichon urbicum
0/31266080,Delichon urbicum
6/31254206,Delichon urbicum
9/31252419,Delichon urbicum
3/31252693,Delichon urbicum
9/31253799,Delichon urbicum
1/32669421,Anthus pratensis
1/32670531,Anthus pratensis
9/32670309,Anthus pratensis
2/32665822,Anthus pratensis
1/32665821,Anthus pratensis
0/32665820,Anthus pratensis
3/32662473,Anthus pratensis
6/32662426,Anthus pratensis
5/32662265,Anthus pratensis
6/32662016,Anthus pratensis
5/32662015,Anthus pratensis
4/32661534,Anthus pratensis
0/32661480,Anthus pratensis
3/32653193,Anthus pratensis
2/32653192,Anthus pratensis
1/32653191,Anthus pratensis
0/32653190,Anthus pratensis
1/32652891,Anthus pratensis
1/32652731,Anthus pratensis
0/32652730,Anthus pratensis
9/32666909,Anthus pratensis
8/32666908,Anthus pratensis
6/32651706,Anthus pratensis
1/32645811,Anthus pratensis
8/31440868,Motacilla flava
8/31413668,Motacilla flava
7/31360137,Motacilla flava
4/31310334,Motacilla flava
3/31183943,Motacilla flava
7/31148717,Motacilla flava
5/31148715,Motacilla flava
7/31142467,Motacilla flava
8/31154208,Motacilla flava
7/31154207,Motacilla flava
9/31127629,Motacilla flava
8/31127628,Motacilla flava
9/31125339,Motacilla flava
7/31125297,Motacilla flava
3/31125253,Motacilla flava
1/31125231,Motacilla flava
0/31115070,Motacilla flava
9/31115069,Motacilla flava
2/31114362,Motacilla flava
1/31114361,Motacilla flava
0/31114360,Motacilla flava
9/31114359,Motacilla flava
8/31114358,Motacilla flava
9/31089249,Motacilla flava
4/32667804,Motacilla cinerea
3/32667803,Motacilla cinerea
1/32659741,Motacilla cinerea
0/32659740,Motacilla cinerea
5/32657945,Motacilla cinerea
7/32656807,Motacilla cinerea
0/32661470,Motacilla cinerea
2/32650862,Motacilla cinerea
7/32647237,Motacilla cinerea
7/32641667,Motacilla cinerea
8/32640478,Motacilla cinerea
7/32640477,Motacilla cinerea
1/32637481,Motacilla cinerea
5/32636805,Motacilla cinerea
9/32633349,Motacilla cinerea
8/32633348,Motacilla cinerea
6/32651476,Motacilla cinerea
5/32651475,Motacilla cinerea
4/32651474,Motacilla cinerea
6/32631326,Motacilla cinerea
7/32623467,Motacilla cinerea
1/32623761,Motacilla cinerea
0/32623760,Motacilla cinerea
6/32622876,Motacilla cinerea
6/32669366,Motacilla alba
3/32661913,Motacilla alba
2/32661912,Motacilla alba
1/32661911,Motacilla alba
0/32661910,Motacilla alba
9/32661909,Motacilla alba
4/32660104,Motacilla alba
1/32663671,Motacilla alba
0/32663670,Motacilla alba
0/32654620,Motacilla alba
0/32652610,Motacilla alba
3/32640773,Motacilla alba
2/32632802,Motacilla alba
6/32606286,Motacilla alba
5/32606285,Motacilla alba
0/32600750,Motacilla alba
0/32602070,Motacilla alba
4/32583304,Motacilla alba
0/32589150,Motacilla alba
5/32597275,Motacilla alba
2/32586942,Motacilla alba
2/32574332,Motacilla alba
8/32574328,Motacilla alba
1/32574281,Motacilla alba
2/32668592,Troglodytes troglodytes
2/32665492,Troglodytes troglodytes
8/32662178,Troglodytes troglodytes
7/32662177,Troglodytes troglodytes
0/32658540,Troglodytes troglodytes
9/32658309,Troglodytes troglodytes
8/32658308,Troglodytes troglodytes
7/32658307,Troglodytes troglodytes
6/32658306,Troglodytes troglodytes
9/32656939,Troglodytes troglodytes
3/32655803,Troglodytes troglodytes
5/32652865,Troglodytes troglodytes
2/32651762,Troglodytes troglodytes
1/32651761,Troglodytes troglodytes
4/32651024,Troglodytes troglodytes
1/32650251,Troglodytes troglodytes
1/32648971,Troglodytes troglodytes
7/32669377,Troglodytes troglodytes
9/32652779,Troglodytes troglodytes
6/32641166,Troglodytes troglodytes
5/32641165,Troglodytes troglodytes
8/32636738,Troglodytes troglodytes
2/32640402,Troglodytes troglodytes
1/32640401,Troglodytes troglodytes
7/32676897,Prunella modularis
0/32669970,Prunella modularis
4/32669734,Prunella modularis
2/32665662,Prunella modularis
1/32665661,Prunella modularis
3/32659873,Prunella modularis
2/32659872,Prunella modularis
9/32652079,Prunella modularis
3/32650023,Prunella modularis
1/32649321,Prunella modularis
8/32663678,Prunella modularis
1/32639391,Prunella modularis
0/32638080,Prunella modularis
9/32636439,Prunella modularis
2/32634702,Prunella modularis
1/32628691,Prunella modularis
5/32622245,Prunella modularis
6/32617886,Prunella modularis
7/32612177,Prunella modularis
0/32604640,Prunella modularis
7/32600557,Prunella modularis
8/32600468,Prunella modularis
1/32600321,Prunella modularis
5/32600165,Prunella modularis
4/32669834,Erithacus rubecula
8/32669588,Erithacus rubecula
6/32668576,Erithacus rubecula
1/32667591,Erithacus rubecula
8/32666978,Erithacus rubecula
8/32666968,Erithacus rubecula
6/32665986,Erithacus rubecula
7/32665767,Erithacus rubecula
5/32665425,Erithacus rubecula
6/32661866,Erithacus rubecula
0/32658260,Erithacus rubecula
9/32658259,Erithacus rubecula
8/32658258,Erithacus rubecula
4/32657784,Erithacus rubecula
6/32657556,Erithacus rubecula
5/32657555,Erithacus rubecula
4/32657554,Erithacus rubecula
3/32657553,Erithacus rubecula
8/32657048,Erithacus rubecula
0/32656530,Erithacus rubecula
5/32656445,Erithacus rubecula
8/32656408,Erithacus rubecula
0/32654880,Erithacus rubecula
0/32654510,Erithacus rubecula
8/31045358,Luscinia svecica
7/31045357,Luscinia svecica
2/30859292,Luscinia svecica
1/30859291,Luscinia svecica
6/30790676,Luscinia svecica
5/30790675,Luscinia svecica
5/30715655,Luscinia svecica
6/30677206,Luscinia svecica
5/30677205,Luscinia svecica
4/30677204,Luscinia svecica
8/30666788,Luscinia svecica
7/30666787,Luscinia svecica
6/30666786,Luscinia svecica
2/30665692,Luscinia svecica
7/30664827,Luscinia svecica
7/30640307,Luscinia svecica
4/30631504,Luscinia svecica
2/30622912,Luscinia svecica
9/30620589,Luscinia svecica
8/30607978,Luscinia svecica
7/30607977,Luscinia svecica
1/30599051,Luscinia svecica
0/30599040,Luscinia svecica
4/30594404,Luscinia svecica
6/32658526,Phoenicurus ochruros
5/32658525,Phoenicurus ochruros
1/32641451,Phoenicurus ochruros
0/32641450,Phoenicurus ochruros
5/32641445,Phoenicurus ochruros
1/32641441,Phoenicurus ochruros
6/32622856,Phoenicurus ochruros
3/32622853,Phoenicurus ochruros
4/32614204,Phoenicurus ochruros
3/32610613,Phoenicurus ochruros
8/32602048,Phoenicurus ochruros
7/32602047,Phoenicurus ochruros
6/32602046,Phoenicurus ochruros
5/32598955,Phoenicurus ochruros
5/32593805,Phoenicurus ochruros
6/32593286,Phoenicurus ochruros
0/32593280,Phoenicurus ochruros
6/32581766,Phoenicurus ochruros
4/32578964,Phoenicurus ochruros
3/32578963,Phoenicurus ochruros
2/32578962,Phoenicurus ochruros
1/32578961,Phoenicurus ochruros
0/32578950,Phoenicurus ochruros
9/32578949,Phoenicurus ochruros
2/32356232,Phoenicurus phoenicurus
7/32341727,Phoenicurus phoenicurus
9/32341709,Phoenicurus phoenicurus
2/32016972,Phoenicurus phoenicurus
3/32016963,Phoenicurus phoenicurus
1/31882901,Phoenicurus phoenicurus
2/31984702,Phoenicurus phoenicurus
3/31669083,Phoenicurus phoenicurus
2/31669082,Phoenicurus phoenicurus
1/31669081,Phoenicurus phoenicurus
0/31669080,Phoenicurus phoenicurus
1/31722831,Phoenicurus phoenicurus
3/31616163,Phoenicurus phoenicurus
2/31616162,Phoenicurus phoenicurus
8/31682028,Phoenicurus phoenicurus
7/31631897,Phoenicurus phoenicurus
6/31631896,Phoenicurus phoenicurus
5/31631895,Phoenicurus phoenicurus
8/31618318,Phoenicurus phoenicurus
7/31618317,Phoenicurus phoenicurus
5/31618315,Phoenicurus phoenicurus
4/31618314,Phoenicurus phoenicurus
3/31618313,Phoenicurus phoenicurus
2/31618312,Phoenicurus phoenicurus
8/32416468,Saxicola rubetra
2/32416362,Saxicola rubetra
5/32302235,Saxicola rubetra
1/31955291,Saxicola rubetra
0/31955290,Saxicola rubetra
7/31844217,Saxicola rubetra
2/31939532,Saxicola rubetra
8/31728188,Saxicola rubetra
3/31726693,Saxicola rubetra
2/31726692,Saxicola rubetra
3/31720983,Saxicola rubetra
8/31833588,Saxicola rubetra
7/31833587,Saxicola rubetra
6/31674966,Saxicola rubetra
5/31674965,Saxicola rubetra
5/31673085,Saxicola rubetra
7/31814377,Saxicola rubetra
6/31814376,Saxicola rubetra
5/31814375,Saxicola rubetra
6/31595506,Saxicola rubetra
7/31671887,Saxicola rubetra
8/31493008,Saxicola rubetra
7/31493007,Saxicola rubetra
4/31810364,Saxicola rubetra
2/32672042,Saxicola rubicola
7/32670667,Saxicola rubicola
6/32670666,Saxicola rubicola
5/32670665,Saxicola rubicola
4/32670664,Saxicola rubicola
2/32663402,Saxicola rubicola
2/32662922,Saxicola rubicola
6/32662266,Saxicola rubicola
7/32661957,Saxicola rubicola
5/32661765,Saxicola rubicola
3/32660983,Saxicola rubicola
2/32660982,Saxicola rubicola
5/32659915,Saxicola rubicola
4/32659914,Saxicola rubicola
2/32656272,Saxicola rubicola
9/32655799,Saxicola rubicola
8/32655798,Saxicola rubicola
7/32655797,Saxicola rubicola
6/32655796,Saxicola rubicola
5/32655795,Saxicola rubicola
0/32653710,Saxicola rubicola
9/32653709,Saxicola rubicola
3/32653383,Saxicola rubicola
4/32652044,Saxicola rubicola
0/32403700,Oenanthe oenanthe
6/32403696,Oenanthe oenanthe
8/32253978,Oenanthe oenanthe
7/32201877,Oenanthe oenanthe
6/32201876,Oenanthe oenanthe
5/32201875,Oenanthe oenanthe
4/32204784,Oenanthe oenanthe
0/32090890,Oenanthe oenanthe
3/32053373,Oenanthe oenanthe
2/32053372,Oenanthe oenanthe
6/32044836,Oenanthe oenanthe
0/32044820,Oenanthe oenanthe
9/32044769,Oenanthe oenanthe
8/32044768,Oenanthe oenanthe
7/32044767,Oenanthe oenanthe
1/32015181,Oenanthe oenanthe
1/32015161,Oenanthe oenanthe
9/32015159,Oenanthe oenanthe
3/31999503,Oenanthe oenanthe
2/31999502,Oenanthe oenanthe
1/31995801,Oenanthe oenanthe
0/31995800,Oenanthe oenanthe
0/31988670,Oenanthe oenanthe
7/31988667,Oenanthe oenanthe
4/32677184,Turdus merula
6/32670066,Turdus merula
6/32669736,Turdus merula
7/32669707,Turdus merula
1/32668821,Turdus merula
0/32668820,Turdus merula
9/32668819,Turdus merula
8/32668818,Turdus merula
7/32668817,Turdus merula
8/32667208,Turdus merula
0/32666000,Turdus merula
8/32665968,Turdus merula
4/32665734,Turdus merula
0/32665730,Turdus merula
0/32661830,Turdus merula
2/32659022,Turdus merula
8/32658648,Turdus merula
2/32657572,Turdus merula
1/32657571,Turdus merula
7/32657467,Turdus merula
2/32649522,Turdus merula
7/32649367,Turdus merula
7/32663707,Turdus merula
5/32660005,Turdus merula
7/32675907,Turdus pilaris
0/32671220,Turdus pilaris
3/32668173,Turdus pilaris
1/32670551,Turdus pilaris
9/32666859,Turdus pilaris
5/32661075,Turdus pilaris
4/32661074,Turdus pilaris
3/32661073,Turdus pilaris
2/32661072,Turdus pilaris
7/32659467,Turdus pilaris
9/32657339,Turdus pilaris
1/32657231,Turdus pilaris
9/32655259,Turdus pilaris
8/32655258,Turdus pilaris
7/32655257,Turdus pilaris
5/32652885,Turdus pilaris
4/32652814,Turdus pilaris
1/32652001,Turdus pilaris
3/32651793,Turdus pilaris
9/32651699,Turdus pilaris
8/32651698,Turdus pilaris
5/32656595,Turdus pilaris
1/32650631,Turdus pilaris
9/32658159,Turdus pilaris
7/32671187,Turdus philomelos
6/32671186,Turdus philomelos
3/32668553,Turdus philomelos
8/32668408,Turdus philomelos
7/32668407,Turdus philomelos
6/32668406,Turdus philomelos
9/32639379,Turdus philomelos
8/32629738,Turdus philomelos
0/32622210,Turdus philomelos
6/32643426,Turdus philomelos
3/32614813,Turdus philomelos
2/32614812,Turdus philomelos
5/32613615,Turdus philomelos
3/32618123,Turdus philomelos
9/32607719,Turdus philomelos
3/32609563,Turdus philomelos
3/32601033,Turdus philomelos
8/32590178,Turdus philomelos
0/32589830,Turdus philomelos
4/32589634,Turdus philomelos
4/32569414,Turdus philomelos
5/32568395,Turdus philomelos
7/32567627,Turdus philomelos
3/32563873,Turdus philomelos
0/32669570,Turdus viscivorus
3/32655093,Turdus viscivorus
2/32655092,Turdus viscivorus
7/32655087,Turdus viscivorus
4/32655084,Turdus viscivorus
3/32655083,Turdus viscivorus
0/32655030,Turdus viscivorus
0/32644970,Turdus viscivorus
9/32642899,Turdus viscivorus
5/32637325,Turdus viscivorus
4/32637324,Turdus viscivorus
3/32637323,Turdus viscivorus
2/32642952,Turdus viscivorus
8/32633008,Turdus viscivorus
0/32625670,Turdus viscivorus
4/32622874,Turdus viscivorus
9/32605909,Turdus viscivorus
0/32605230,Turdus viscivorus
8/32605228,Turdus viscivorus
1/32589831,Turdus viscivorus
4/32587414,Turdus viscivorus
3/32587413,Turdus viscivorus
0/32586630,Turdus viscivorus
9/32582029,Turdus viscivorus
2/32667232,Sylvia atricapilla
6/32664276,Sylvia atricapilla
1/32661871,Sylvia atricapilla
0/32628840,Sylvia atricapilla
9/32628839,Sylvia atricapilla
8/32628838,Sylvia atricapilla
2/32595602,Sylvia atricapilla
2/32567572,Sylvia atricapilla
0/32542620,Sylvia atricapilla
9/32542619,Sylvia atricapilla
8/32542618,Sylvia atricapilla
7/32542617,Sylvia atricapilla
4/32542214,Sylvia atricapilla
9/32541849,Sylvia atricapilla
9/32545349,Sylvia atricapilla
3/32583123,Sylvia atricapilla
9/32531269,Sylvia atricapilla
8/32531268,Sylvia atricapilla
7/32531267,Sylvia atricapilla
9/32524629,Sylvia atricapilla
8/32524628,Sylvia atricapilla
9/32515159,Sylvia atricapilla
9/32514429,Sylvia atricapilla
8/32514428,Sylvia atricapilla
0/32676870,Phylloscopus collybita
2/32670852,Phylloscopus collybita
5/32668115,Phylloscopus collybita
4/32668114,Phylloscopus collybita
1/32668591,Phylloscopus collybita
6/32668586,Phylloscopus collybita
4/32668584,Phylloscopus collybita
3/32668583,Phylloscopus collybita
0/32671120,Phylloscopus collybita
4/32665984,Phylloscopus collybita
3/32665983,Phylloscopus collybita
9/32665959,Phylloscopus collybita
8/32665958,Phylloscopus collybita
8/32662548,Phylloscopus collybita
2/32668172,Phylloscopus collybita
4/32659704,Phylloscopus collybita
9/32663949,Phylloscopus collybita
1/32650711,Phylloscopus collybita
0/32662470,Phylloscopus collybita
9/32662469,Phylloscopus collybita
8/32662468,Phylloscopus collybita
2/32639452,Phylloscopus collybita
1/32639451,Phylloscopus collybita
0/32639450,Phylloscopus collybita
4/32677364,Regulus regulus
3/32674723,Regulus regulus
0/32669540,Regulus regulus
0/32669390,Regulus regulus
2/32669032,Regulus regulus
9/32668629,Regulus regulus
4/32665994,Regulus regulus
3/32665993,Regulus regulus
9/32664879,Regulus regulus
5/32663825,Regulus regulus
7/32663037,Regulus regulus
7/32659207,Regulus regulus
9/32659079,Regulus regulus
8/32659078,Regulus regulus
7/32659077,Regulus regulus
0/32659140,Regulus regulus
8/32656078,Regulus regulus
1/32663741,Regulus regulus
5/32654645,Regulus regulus
1/32654471,Regulus regulus
2/32653332,Regulus regulus
0/32652930,Regulus regulus
5/32652755,Regulus regulus
0/32657140,Regulus regulus
7/32671127,Regulus ignicapilla
0/32657400,Regulus ignicapilla
6/32657346,Regulus ignicapilla
7/32657017,Regulus ignicapilla
6/32657016,Regulus ignicapilla
6/32656036,Regulus ignicapilla
7/32656887,Regulus ignicapilla
6/32656886,Regulus ignicapilla
3/32654383,Regulus ignicapilla
0/32657010,Regulus ignicapilla
8/32657008,Regulus ignicapilla
4/32652944,Regulus ignicapilla
6/32671006,Regulus ignicapilla
8/32644408,Regulus ignicapilla
4/32651084,Regulus ignicapilla
5/32642655,Regulus ignicapilla
8/32638468,Regulus ignicapilla
7/32638467,Regulus ignicapilla
3/32635663,Regulus ignicapilla
2/32635662,Regulus ignicapilla
9/32639589,Regulus ignicapilla
8/32639588,Regulus ignicapilla
7/32639587,Regulus ignicapilla
6/32639586,Regulus ignicapilla
5/31846175,Muscicapa striata
4/31846174,Muscicapa striata
3/31846173,Muscicapa striata
2/31846172,Muscicapa striata
4/31832954,Muscicapa striata
3/31832953,Muscicapa striata
2/31832952,Muscicapa striata
1/31832951,Muscicapa striata
0/31832950,Muscicapa striata
9/31832949,Muscicapa striata
0/31830880,Muscicapa striata
1/31828531,Muscicapa striata
8/31764438,Muscicapa striata
7/31764437,Muscicapa striata
6/31764436,Muscicapa striata
5/31764435,Muscicapa striata
4/31764434,Muscicapa striata
3/31764433,Muscicapa striata
1/31764431,Muscicapa striata
9/31764429,Muscicapa striata
8/31764428,Muscicapa striata
7/31764427,Muscicapa striata
6/31764426,Muscicapa striata
5/31764425,Muscicapa striata
9/31437729,Ficedula hypoleuca
8/31437728,Ficedula hypoleuca
7/31437727,Ficedula hypoleuca
5/31460075,Ficedula hypoleuca
4/31460074,Ficedula hypoleuca
6/31459996,Ficedula hypoleuca
5/31459995,Ficedula hypoleuca
4/31459994,Ficedula hypoleuca
3/31459993,Ficedula hypoleuca
2/31459992,Ficedula hypoleuca
9/31415029,Ficedula hypoleuca
8/31415028,Ficedula hypoleuca
7/31415027,Ficedula hypoleuca
5/31375285,Ficedula hypoleuca
5/31325235,Ficedula hypoleuca
0/31323330,Ficedula hypoleuca
0/31331150,Ficedula hypoleuca
3/31212973,Ficedula hypoleuca
2/31212972,Ficedula hypoleuca
9/31372769,Ficedula hypoleuca
2/31192162,Ficedula hypoleuca
1/31192161,Ficedula hypoleuca
3/31177243,Ficedula hypoleuca
2/31172032,Ficedula hypoleuca
7/32672547,Aegithalos caudatus
4/32672534,Aegithalos caudatus
5/32668475,Aegithalos caudatus
4/32668474,Aegithalos caudatus
8/32665978,Aegithalos caudatus
7/32665977,Aegithalos caudatus
6/32665976,Aegithalos caudatus
5/32665975,Aegithalos caudatus
4/32665974,Aegithalos caudatus
8/32665948,Aegithalos caudatus
7/32663807,Aegithalos caudatus
6/32663806,Aegithalos caudatus
3/32663283,Aegithalos caudatus
3/32662903,Aegithalos caudatus
0/32661950,Aegithalos caudatus
9/32661949,Aegithalos caudatus
0/32659450,Aegithalos caudatus
9/32659449,Aegithalos caudatus
8/32659298,Aegithalos caudatus
3/32657783,Aegithalos caudatus
1/32660251,Aegithalos caudatus
4/32656534,Aegithalos caudatus
3/32656403,Aegithalos caudatus
8/32654208,Aegithalos caudatus
2/32657872,Periparus ater
0/32656700,Periparus ater
8/32656688,Periparus ater
7/32654607,Periparus ater
6/32654606,Periparus ater
6/32654446,Periparus ater
4/32639274,Periparus ater
3/32639273,Periparus ater
2/32639272,Periparus ater
1/32639271,Periparus ater
3/32639153,Periparus ater
5/32638255,Periparus ater
4/32638254,Periparus ater
1/32632071,Periparus ater
6/32625376,Periparus ater
5/32625375,Periparus ater
4/32625374,Periparus ater
0/32625260,Periparus ater
9/32625259,Periparus ater
8/32625258,Periparus ater
7/32625257,Periparus ater
2/32608482,Periparus ater
6/32604366,Periparus ater
5/32600945,Periparus ater
6/32674406,Cyanistes caeruleus
8/32672428,Cyanistes caeruleus
2/32670772,Cyanistes caeruleus
6/32670046,Cyanistes caeruleus
2/32669732,Cyanistes caeruleus
7/32675977,Cyanistes caeruleus
8/32675668,Cyanistes caeruleus
7/32675667,Cyanistes caeruleus
6/32675666,Cyanistes caeruleus
9/32671099,Cyanistes caeruleus
9/32666969,Cyanistes caeruleus
1/32665981,Cyanistes caeruleus
7/32665967,Cyanistes caeruleus
6/32665966,Cyanistes caeruleus
1/32663441,Cyanistes caeruleus
9/32662269,Cyanistes caeruleus
8/32662268,Cyanistes caeruleus
0/32660020,Cyanistes caeruleus
5/32659885,Cyanistes caeruleus
0/32659730,Cyanistes caeruleus
7/32659337,Cyanistes caeruleus
2/32658572,Cyanistes caeruleus
0/32659630,Cyanistes caeruleus
7/32658427,Cyanistes caeruleus
6/32677406,Parus major
3/32674993,Parus major
4/32674404,Parus major
7/32669737,Parus major
4/32669034,Parus major
4/32668984,Parus major
7/32668347,Parus major
7/32665777,Parus major
1/32665631,Parus major
8/32664738,Parus major
9/32661089,Parus major
0/32659910,Parus major
9/32659909,Parus major
3/32658133,Parus major
4/32657534,Parus major
3/32657533,Parus major
4/32656314,Parus major
2/32654892,Parus major
5/32654675,Parus major
0/32654390,Parus major
9/32654019,Parus major
4/32667194,Parus major
1/32650721,Parus major
8/32650198,Parus major
3/32671293,Sitta europaea
1/32670721,Sitta europaea
0/32670720,Sitta europaea
0/32669690,Sitta europaea
6/32669546,Sitta europaea
9/32667309,Sitta europaea
6/32665446,Sitta europaea
5/32657685,Sitta europaea
4/32657684,Sitta europaea
5/32656585,Sitta europaea
6/32654776,Sitta europaea
9/32654599,Sitta europaea
5/32656215,Sitta europaea
6/32653156,Sitta europaea
6/32651796,Sitta europaea
6/32650926,Sitta europaea
8/32653008,Sitta europaea
9/32648849,Sitta europaea
8/32648848,Sitta europaea
7/32648847,Sitta europaea
6/32648846,Sitta europaea
7/32644847,Sitta europaea
9/32642739,Sitta europaea
6/32640596,Sitta europaea
9/31431159,Lanius collurio
8/31431158,Lanius collurio
7/31431157,Lanius collurio
7/31358027,Lanius collurio
4/31358004,Lanius collurio
0/31357980,Lanius collurio
2/31352532,Lanius collurio
2/31550322,Lanius collurio
1/31347551,Lanius collurio
0/31347550,Lanius collurio
9/31347549,Lanius collurio
8/31347548,Lanius collurio
4/31362234,Lanius collurio
1/31362231,Lanius collurio
0/31342950,Lanius collurio
6/31342926,Lanius collurio
5/31346515,Lanius collurio
6/31327816,Lanius collurio
0/31207560,Lanius collurio
7/31207697,Lanius collurio
8/31215388,Lanius collurio
7/31215387,Lanius collurio
5/31187505,Lanius collurio
9/31189009,Lanius collurio
3/32669833,Lanius excubitor
2/32669832,Lanius excubitor
1/32669831,Lanius excubitor
8/32668988,Lanius excubitor
0/32668550,Lanius excubitor
3/32668483,Lanius excubitor
7/32662837,Lanius excubitor
6/32662836,Lanius excubitor
5/32662835,Lanius excubitor
4/32662834,Lanius excubitor
0/32665200,Lanius excubitor
9/32665199,Lanius excubitor
8/32665198,Lanius excubitor
0/32664890,Lanius excubitor
0/32657810,Lanius excubitor
4/32654944,Lanius excubitor
2/32658942,Lanius excubitor
1/32658941,Lanius excubitor
0/32653480,Lanius excubitor
4/32653354,Lanius excubitor
3/32654463,Lanius excubitor
2/32654462,Lanius excubitor
1/32654461,Lanius excubitor
0/32654460,Lanius excubitor
3/32670053,Garrulus glandarius
8/32669278,Garrulus glandarius
7/32669277,Garrulus glandarius
3/32669033,Garrulus glandarius
6/32668566,Garrulus glandarius
5/32652925,Garrulus glandarius
3/32650823,Garrulus glandarius
8/32640758,Garrulus glandarius
3/32635003,Garrulus glandarius
1/32629391,Garrulus glandarius
6/32628676,Garrulus glandarius
1/32648341,Garrulus glandarius
2/32615382,Garrulus glandarius
1/32615381,Garrulus glandarius
0/32612410,Garrulus glandarius
5/32612385,Garrulus glandarius
4/32612384,Garrulus glandarius
3/32612383,Garrulus glandarius
7/32612557,Garrulus glandarius
9/32607119,Garrulus glandarius
3/32607053,Garrulus glandarius
7/32605107,Garrulus glandarius
1/32604831,Garrulus glandarius
8/32615808,Garrulus glandarius
2/32669412,Pica pica
0/32669030,Pica pica
6/32665936,Pica pica
0/32665680,Pica pica
3/32665643,Pica pica
9/32657119,Pica pica
1/32653381,Pica pica
0/32651750,Pica pica
0/32651110,Pica pica
9/32662929,Pica pica
0/32657210,Pica pica
3/32648343,Pica pica
2/32648332,Pica pica
1/32648331,Pica pica
2/32648122,Pica pica
3/32648113,Pica pica
6/32647006,Pica pica
4/32646994,Pica pica
7/32641717,Pica pica
1/32639051,Pica pica
8/32667648,Pica pica
6/32667266,Pica pica
5/32667265,Pica pica
9/32651509,Pica pica
1/32652141,Corvus frugilegus
8/32651598,Corvus frugilegus
6/32651596,Corvus frugilegus
2/32630582,Corvus frugilegus
1/32630581,Corvus frugilegus
2/32627272,Corvus frugilegus
7/32614187,Corvus frugilegus
5/32602345,Corvus frugilegus
4/32602344,Corvus frugilegus
0/32591950,Corvus frugilegus
6/32583416,Corvus frugilegus
5/32585995,Corvus frugilegus
4/32585994,Corvus frugilegus
